"Plot Title: Tank7"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 10579595, SEN S/N: 10579595, LBL: Celsius)","Coupler Detached (LGR S/N: 10579595)","Coupler Attached (LGR S/N: 10579595)","Host Connected (LGR S/N: 10579595)","Stopped (LGR S/N: 10579595)","End Of File (LGR S/N: 10579595)"
113,07/19/18 03:20:00 AM,29.790,,,,,
114,07/19/18 03:25:00 AM,29.790,,,,,
115,07/19/18 03:30:00 AM,29.790,,,,,
116,07/19/18 03:35:00 AM,29.790,,,,,
117,07/19/18 03:40:00 AM,29.790,,,,,
118,07/19/18 03:45:00 AM,29.790,,,,,
119,07/19/18 03:50:00 AM,29.790,,,,,
120,07/19/18 03:55:00 AM,29.790,,,,,
121,07/19/18 04:00:00 AM,29.790,,,,,
122,07/19/18 04:05:00 AM,29.790,,,,,
123,07/19/18 04:10:00 AM,29.815,,,,,
124,07/19/18 04:15:00 AM,29.815,,,,,
125,07/19/18 04:20:00 AM,29.815,,,,,
126,07/19/18 04:25:00 AM,29.815,,,,,
127,07/19/18 04:30:00 AM,29.815,,,,,
128,07/19/18 04:35:00 AM,29.815,,,,,
129,07/19/18 04:40:00 AM,29.815,,,,,
130,07/19/18 04:45:00 AM,29.815,,,,,
131,07/19/18 04:50:00 AM,29.815,,,,,
132,07/19/18 04:55:00 AM,29.815,,,,,
133,07/19/18 05:00:00 AM,29.815,,,,,
134,07/19/18 05:05:00 AM,29.815,,,,,
135,07/19/18 05:10:00 AM,29.815,,,,,
136,07/19/18 05:15:00 AM,29.815,,,,,
137,07/19/18 05:20:00 AM,29.815,,,,,
138,07/19/18 05:25:00 AM,29.815,,,,,
139,07/19/18 05:30:00 AM,29.815,,,,,
140,07/19/18 05:35:00 AM,29.790,,,,,
141,07/19/18 05:40:00 AM,29.815,,,,,
142,07/19/18 05:45:00 AM,29.790,,,,,
143,07/19/18 05:50:00 AM,29.790,,,,,
144,07/19/18 05:55:00 AM,29.790,,,,,
145,07/19/18 06:00:00 AM,29.790,,,,,
146,07/19/18 06:05:00 AM,29.790,,,,,
147,07/19/18 06:10:00 AM,29.765,,,,,
148,07/19/18 06:15:00 AM,29.765,,,,,
149,07/19/18 06:20:00 AM,29.765,,,,,
150,07/19/18 06:25:00 AM,29.765,,,,,
151,07/19/18 06:30:00 AM,29.765,,,,,
152,07/19/18 06:35:00 AM,29.765,,,,,
153,07/19/18 06:40:00 AM,29.765,,,,,
154,07/19/18 06:45:00 AM,29.765,,,,,
155,07/19/18 06:50:00 AM,29.765,,,,,
156,07/19/18 06:55:00 AM,29.765,,,,,
157,07/19/18 07:00:00 AM,29.765,,,,,
158,07/19/18 07:05:00 AM,29.765,,,,,
159,07/19/18 07:10:00 AM,29.765,,,,,
160,07/19/18 07:15:00 AM,29.765,,,,,
161,07/19/18 07:20:00 AM,29.765,,,,,
162,07/19/18 07:25:00 AM,29.765,,,,,
163,07/19/18 07:30:00 AM,29.765,,,,,
164,07/19/18 07:35:00 AM,29.765,,,,,
165,07/19/18 07:40:00 AM,29.765,,,,,
166,07/19/18 07:45:00 AM,29.740,,,,,
167,07/19/18 07:50:00 AM,29.740,,,,,
168,07/19/18 07:55:00 AM,29.740,,,,,
169,07/19/18 08:00:00 AM,29.740,,,,,
170,07/19/18 08:05:00 AM,29.740,,,,,
171,07/19/18 08:10:00 AM,29.765,,,,,
172,07/19/18 08:15:00 AM,29.765,,,,,
173,07/19/18 08:20:00 AM,29.765,,,,,
174,07/19/18 08:25:00 AM,29.765,,,,,
175,07/19/18 08:30:00 AM,29.765,,,,,
176,07/19/18 08:35:00 AM,29.790,,,,,
177,07/19/18 08:40:00 AM,29.815,,,,,
178,07/19/18 08:45:00 AM,29.815,,,,,
179,07/19/18 08:50:00 AM,29.815,,,,,
180,07/19/18 08:55:00 AM,29.815,,,,,
181,07/19/18 09:00:00 AM,29.815,,,,,
182,07/19/18 09:05:00 AM,29.840,,,,,
183,07/19/18 09:10:00 AM,29.840,,,,,
184,07/19/18 09:15:00 AM,29.840,,,,,
185,07/19/18 09:20:00 AM,29.840,,,,,
186,07/19/18 09:25:00 AM,29.840,,,,,
187,07/19/18 09:30:00 AM,29.865,,,,,
188,07/19/18 09:35:00 AM,29.840,,,,,
189,07/19/18 09:40:00 AM,29.865,,,,,
190,07/19/18 09:45:00 AM,29.865,,,,,
191,07/19/18 09:50:00 AM,29.890,,,,,
192,07/19/18 09:55:00 AM,29.916,,,,,
193,07/19/18 10:00:00 AM,29.916,,,,,
194,07/19/18 10:05:00 AM,29.941,,,,,
195,07/19/18 10:10:00 AM,29.966,,,,,
196,07/19/18 10:15:00 AM,29.991,,,,,
197,07/19/18 10:20:00 AM,29.991,,,,,
198,07/19/18 10:25:00 AM,30.016,,,,,
199,07/19/18 10:30:00 AM,30.041,,,,,
200,07/19/18 10:35:00 AM,30.066,,,,,
201,07/19/18 10:40:00 AM,30.091,,,,,
202,07/19/18 10:45:00 AM,30.091,,,,,
203,07/19/18 10:50:00 AM,30.117,,,,,
204,07/19/18 10:55:00 AM,30.117,,,,,
205,07/19/18 11:00:00 AM,30.142,,,,,
206,07/19/18 11:05:00 AM,30.167,,,,,
207,07/19/18 11:10:00 AM,30.142,,,,,
208,07/19/18 11:15:00 AM,30.167,,,,,
209,07/19/18 11:20:00 AM,30.192,,,,,
210,07/19/18 11:25:00 AM,30.192,,,,,
211,07/19/18 11:30:00 AM,30.217,,,,,
212,07/19/18 11:35:00 AM,30.217,,,,,
213,07/19/18 11:40:00 AM,30.243,,,,,
214,07/19/18 11:45:00 AM,30.243,,,,,
215,07/19/18 11:50:00 AM,30.293,,,,,
216,07/19/18 11:55:00 AM,30.293,,,,,
217,07/19/18 12:00:00 PM,30.318,,,,,
218,07/19/18 12:05:00 PM,30.343,,,,,
219,07/19/18 12:10:00 PM,30.343,,,,,
220,07/19/18 12:15:00 PM,30.394,,,,,
221,07/19/18 12:20:00 PM,30.394,,,,,
222,07/19/18 12:25:00 PM,30.369,,,,,
223,07/19/18 12:30:00 PM,30.394,,,,,
224,07/19/18 12:35:00 PM,30.369,,,,,
225,07/19/18 12:40:00 PM,30.419,,,,,
226,07/19/18 12:45:00 PM,30.394,,,,,
227,07/19/18 12:50:00 PM,30.419,,,,,
228,07/19/18 12:55:00 PM,30.419,,,,,
229,07/19/18 01:00:00 PM,30.444,,,,,
230,07/19/18 01:05:00 PM,30.444,,,,,
231,07/19/18 01:10:00 PM,30.444,,,,,
232,07/19/18 01:15:00 PM,30.444,,,,,
233,07/19/18 01:20:00 PM,30.419,,,,,
234,07/19/18 01:25:00 PM,30.419,,,,,
235,07/19/18 01:30:00 PM,30.419,,,,,
236,07/19/18 01:35:00 PM,30.419,,,,,
237,07/19/18 01:40:00 PM,27.727,,,,,
238,07/19/18 01:45:00 PM,24.847,,,,,
239,07/19/18 01:45:34 PM,,,Logged,,,
240,07/19/18 01:45:35 PM,,,,Logged,,
241,07/19/18 01:45:37 PM,,,,,Logged,Logged
